-2.265000e-06,1.84
-2.264750e-06,1.864
-2.264500e-06,1.888
-2.264250e-06,1.912
-2.264000e-06,1.928
-2.263750e-06,1.952
-2.263500e-06,1.968
-2.263250e-06,1.992
-2.263000e-06,2.008
-2.262750e-06,2.016
-2.262500e-06,2.032
-2.262250e-06,2.04
-2.262000e-06,2.048
-2.261750e-06,2.056
-2.261500e-06,2.064
-2.261250e-06,2.064
-2.261000e-06,2.064
-2.260750e-06,2.072
-2.260500e-06,2.08
-2.260250e-06,2.08
-2.260000e-06,2.08
-2.259750e-06,2.088
-2.259500e-06,2.096
-2.259250e-06,2.096
-2.259000e-06,2.096
-2.258750e-06,2.104
-2.258500e-06,2.104
-2.258250e-06,2.104
-2.258000e-06,2.104
-2.257750e-06,2.096
-2.257500e-06,2.08
-2.257250e-06,2.056
-2.257000e-06,2.04
-2.256750e-06,2.008
-2.256500e-06,1.984
-2.256250e-06,1.952
-2.256000e-06,1.912
-2.255750e-06,1.872
-2.255500e-06,1.84
-2.255250e-06,1.808
-2.255000e-06,1.768
-2.254750e-06,1.736
-2.254500e-06,1.704
-2.254250e-06,1.68
-2.254000e-06,1.648
-2.253750e-06,1.632
-2.253500e-06,1.608
-2.253250e-06,1.592
-2.253000e-06,1.584
-2.252750e-06,1.576
-2.252500e-06,1.568
-2.252250e-06,1.56
-2.252000e-06,1.56
-2.251750e-06,1.56
-2.251500e-06,1.56
-2.251250e-06,1.552
-2.251000e-06,1.552
-2.250750e-06,1.552
-2.250500e-06,1.544
-2.250250e-06,1.536
-2.250000e-06,1.528
-2.249750e-06,1.512
-2.249500e-06,1.496
-2.249250e-06,1.472
-2.249000e-06,1.456
-2.248750e-06,1.432
-2.248500e-06,1.408
-2.248250e-06,1.384
-2.248000e-06,1.36
-2.247750e-06,1.352
-2.247500e-06,1.32
-2.247250e-06,1.296
-2.247000e-06,1.288
-2.246750e-06,1.264
-2.246500e-06,1.256
-2.246250e-06,1.248
-2.246000e-06,1.24
-2.245750e-06,1.232
-2.245500e-06,1.224
-2.245250e-06,1.224
-2.245000e-06,1.224
-2.244750e-06,1.224
-2.244500e-06,1.224
-2.244250e-06,1.224
-2.244000e-06,1.216
-2.243750e-06,1.208
-2.243500e-06,1.208
-2.243250e-06,1.208
-2.243000e-06,1.2
-2.242750e-06,1.2
-2.242500e-06,1.2
-2.242250e-06,1.2
-2.242000e-06,1.2
-2.241750e-06,1.2
-2.241500e-06,1.224
-2.241250e-06,1.232
-2.241000e-06,1.256
-2.240750e-06,1.28
-2.240500e-06,1.312
-2.240250e-06,1.344
-2.240000e-06,1.376
-2.239750e-06,1.416
-2.239500e-06,1.456
-2.239250e-06,1.488
-2.239000e-06,1.528
-2.238750e-06,1.56
-2.238500e-06,1.592
-2.238250e-06,1.624
-2.238000e-06,1.656
-2.237750e-06,1.68
-2.237500e-06,1.696
-2.237250e-06,1.712
-2.237000e-06,1.72
-2.236750e-06,1.736
-2.236500e-06,1.736
-2.236250e-06,1.744
-2.236000e-06,1.744
-2.235750e-06,1.744
-2.235500e-06,1.744
-2.235250e-06,1.744
-2.235000e-06,1.744
-2.234750e-06,1.752
-2.234500e-06,1.752
-2.234250e-06,1.76
-2.234000e-06,1.768
-2.233750e-06,1.776
-2.233500e-06,1.792
-2.233250e-06,1.824
-2.233000e-06,1.84
-2.232750e-06,1.864
-2.232500e-06,1.888
-2.232250e-06,1.912
-2.232000e-06,1.928
-2.231750e-06,1.952
-2.231500e-06,1.976
-2.231250e-06,1.992
-2.231000e-06,2.008
-2.230750e-06,2.024
-2.230500e-06,2.04
-2.230250e-06,2.048
-2.230000e-06,2.056
-2.229750e-06,2.064
-2.229500e-06,2.064
-2.229250e-06,2.064
-2.229000e-06,2.064
-2.228750e-06,2.08
-2.228500e-06,2.072
-2.228250e-06,2.08
-2.228000e-06,2.08
-2.227750e-06,2.088
-2.227500e-06,2.096
-2.227250e-06,2.096
-2.227000e-06,2.096
-2.226750e-06,2.104
-2.226500e-06,2.104
-2.226250e-06,2.104
-2.226000e-06,2.096
-2.225750e-06,2.096
-2.225500e-06,2.072
-2.225250e-06,2.056
-2.225000e-06,2.04
-2.224750e-06,2.016
-2.224500e-06,1.984
-2.224250e-06,1.952
-2.224000e-06,1.912
-2.223750e-06,1.872
-2.223500e-06,1.832
-2.223250e-06,1.8
-2.223000e-06,1.768
-2.222750e-06,1.736
-2.222500e-06,1.704
-2.222250e-06,1.68
-2.222000e-06,1.648
-2.221750e-06,1.632
-2.221500e-06,1.608
-2.221250e-06,1.592
-2.221000e-06,1.576
-2.220750e-06,1.576
-2.220500e-06,1.568
-2.220250e-06,1.568
-2.220000e-06,1.56
-2.219750e-06,1.56
-2.219500e-06,1.56
-2.219250e-06,1.56
-2.219000e-06,1.544
-2.218750e-06,1.552
-2.218500e-06,1.544
-2.218250e-06,1.536
-2.218000e-06,1.528
-2.217750e-06,1.512
-2.217500e-06,1.496
-2.217250e-06,1.472
-2.217000e-06,1.448
-2.216750e-06,1.424
-2.216500e-06,1.4
-2.216250e-06,1.376
-2.216000e-06,1.352
-2.215750e-06,1.336
-2.215500e-06,1.312
-2.215250e-06,1.296
-2.215000e-06,1.28
-2.214750e-06,1.264
-2.214500e-06,1.248
-2.214250e-06,1.24
-2.214000e-06,1.232
-2.213750e-06,1.232
-2.213500e-06,1.224
-2.213250e-06,1.224
-2.213000e-06,1.224
-2.212750e-06,1.216
-2.212500e-06,1.216
-2.212250e-06,1.224
-2.212000e-06,1.216
-2.211750e-06,1.216
-2.211500e-06,1.208
-2.211250e-06,1.208
-2.211000e-06,1.2
-2.210750e-06,1.2
-2.210500e-06,1.2
-2.210250e-06,1.2
-2.210000e-06,1.2
-2.209750e-06,1.208
-2.209500e-06,1.224
-2.209250e-06,1.24
-2.209000e-06,1.264
